id,coddep,coddist,codprov,nombrecapital,nombreubigeo
1728,20,03,03,Sapalache,El Carmen de la Frontera
1729,20,04,03,Huarmaca,Huarmaca
1730,20,05,03,Tunal,Lalaquiz
1731,20,06,03,San Miguel de El Faique,San Miguel de El Faique
1732,20,07,03,Sondor,Sondor
1733,20,08,03,Sondorillo,Sondorillo
1734,20,00,04,Chulucanas,Morropon
1735,20,01,04,Chulucanas,Chulucanas
1736,20,02,04,Buenos Aires,Buenos Aires
1737,20,03,04,Chalaco,Chalaco
1738,20,04,04,La Matanza,La Matanza
1739,20,05,04,Morropon,Morropon
1740,20,06,04,Salitral,Salitral
1741,20,07,04,Bigote,San Juan de Bigote
1742,20,08,04,Paltashaco,Santa Catalina de Mossa
1743,20,09,04,Santo Domingo,Santo Domingo
1744,20,10,04,Yamango,Yamango
1745,20,00,05,Paita,Paita
1746,20,01,05,Paita,Paita
1747,20,02,05,Amotape,Amotape
1748,20,03,05,Arenal,Arenal
1749,20,04,05,San Lucas,Colan
1750,20,05,05,La Huaca,La Huaca
1751,20,06,05,Tamarindo,Tamarindo
1752,20,07,05,San Felipe de Vichayal,Vichayal
1753,20,00,06,Sullana,Sullana
1754,20,01,06,Sullana,Sullana
1755,20,02,06,Bellavista,Bellavista
1756,20,03,06,San Jacinto,Ignacio Escudero
1757,20,04,06,Lancones,Lancones
1758,20,05,06,Marcavelica,Marcavelica
1759,20,06,06,Sojo,Miguel Checa
1760,20,07,06,Querecotillo,Querecotillo
1761,20,08,06,Salitral,Salitral
1762,20,00,07,Talara,Talara
1763,20,01,07,Talara,Pariqas
1764,20,02,07,El Alto,El Alto
1765,20,03,07,Negritos,La Brea
1766,20,04,07,Lobitos,Lobitos
1767,20,05,07,Los Organos,Los Organos
1768,20,06,07,Mancora,Mancora
1769,20,00,08,Sechura,Sechura
1770,20,01,08,Sechura,Sechura
1771,20,02,08,Bellavista,Bellavista de la Union
1772,20,03,08,Bernal,Bernal
1773,20,04,08,San Cristo,Cristo Nos Valga
1774,20,05,08,Vice,Vice
1775,20,06,08,Dos Pueblos,Rinconada Llicuar
1776,21,00,00,Puno,Puno
1777,21,00,01,Puno,Puno
1778,21,01,01,Puno,Puno
1779,21,02,01,Acora,Acora
1780,21,03,01,Amantani,Amantani
1781,21,04,01,Atuncolla,Atuncolla
1782,21,05,01,Capachica,Capachica
1783,21,06,01,Chucuito,Chucuito
1784,21,07,01,Coata,Coata
1785,21,08,01,Huata,Huata
1786,21,09,01,Maqazo,Maqazo
1787,21,10,01,Paucarcolla,Paucarcolla
1788,21,11,01,Laraqueri,Pichacani
1789,21,12,01,Plateria,Plateria
1790,21,13,01,San Antonio de Esquilache,San Antonio
1791,21,14,01,Tiquillaca,Tiquillaca
1792,21,15,01,Vilque,Vilque
1793,21,00,02,Azangaro,Azangaro
1794,21,01,02,Azangaro,Azangaro
1795,21,02,02,Achaya,Achaya
1796,21,03,02,Arapa,Arapa
1797,21,04,02,Asillo,Asillo
1798,21,05,02,Caminaca,Caminaca
1799,21,06,02,Chupa,Chupa
1800,21,07,02,Estacion de Pucara,Jose Domingo Choquehuanca
1801,21,08,02,Muqani,Muqani
1802,21,09,02,Potoni,Potoni
1803,21,10,02,Saman,Saman
1804,21,11,02,San Anton,San Anton
1805,21,12,02,San Jose,San Jose
1806,21,13,02,San Juan de Salinas,San Juan de Salinas
1807,21,14,02,Santiago de Pupuja,Santiago de Pupuja
1808,21,15,02,Tirapata,Tirapata
1809,21,00,03,Macusani,Carabaya
1810,21,01,03,Macusani,Macusani
1811,21,02,03,Ajoyani,Ajoyani
1812,21,03,03,Ayapata,Ayapata
1813,21,04,03,Coasa,Coasa
1814,21,05,03,Corani,Corani
1815,21,06,03,Crucero,Crucero
1816,21,07,03,Ituata,Ituata
1817,21,08,03,Ollachea,Ollachea
1818,21,09,03,Lanlacuni Bajo,San Gaban
1819,21,10,03,Usicayos,Usicayos
1820,21,00,04,Juli,Chucuito
1821,21,01,04,Juli,Juli
1822,21,02,04,Desaguadero,Desaguadero
1823,21,03,04,Huacullani,Huacullani
1824,21,04,04,Kelluyo,Kelluyo
1825,21,05,04,Pisacoma,Pisacoma
1826,21,06,04,Pomata,Pomata
1827,21,07,04,Zepita,Zepita
1828,21,00,05,Ilave,El Collao
1829,21,01,05,Ilave,Ilave
1830,21,02,05,Capazo,Capazo
1831,21,03,05,Pilcuyo,Pilcuyo
1832,21,04,05,Mazo-Cruz,Santa Rosa
1833,21,05,05,Conduriri,Conduriri
1834,21,00,06,Huancane,Huancane
1835,21,01,06,Huancane,Huancane
1836,21,02,06,Cojata,Cojata
1837,21,03,06,Huatasani,Huatasani
1838,21,04,06,Inchupalla,Inchupalla
1839,21,05,06,Pusi,Pusi
1840,21,06,06,Rosaspata,Rosaspata
1841,21,07,06,Taraco,Taraco
1842,21,08,06,Vilque Chico,Vilque Chico
1843,21,00,07,Lampa,Lampa
1844,21,01,07,Lampa,Lampa
1845,21,02,07,Cabanilla,Cabanilla
1846,21,03,07,Calapuja,Calapuja
1847,21,04,07,Nicasio,Nicasio
1848,21,05,07,Ocuviri,Ocuviri
1849,21,06,07,Palca,Palca
1850,21,07,07,Paratia,Paratia
1851,21,08,07,Pucara,Pucara
1852,21,09,07,Santa Lucia,Santa Lucia
1853,21,10,07,Vilavila,Vilavila
1854,21,00,08,Ayaviri,Melgar
1855,21,01,08,Ayaviri,Ayaviri
1856,21,02,08,Antauta,Antauta
1857,21,03,08,Cupi,Cupi
1858,21,04,08,Llalli,Llalli
1859,21,05,08,Macari,Macari
1860,21,06,08,Nuqoa,Nuqoa
1861,21,07,08,Orurillo,Orurillo
1862,21,08,08,Santa Rosa,Santa Rosa
1863,21,09,08,Umachiri,Umachiri
1864,21,00,09,Moho,Moho
1865,21,01,09,Moho,Moho
1866,21,02,09,Conima,Conima
1867,21,03,09,Huayrapata,Huayrapata
1868,21,04,09,Tilali,Tilali
1869,21,00,10,Putina,San Antonio de Putina
1870,21,01,10,Putina,Putina
1871,21,02,10,Ananea,Ananea
1872,21,03,10,Ayrampuni,Pedro Vilca Apaza
1873,21,04,10,Quilcapuncu,Quilcapuncu
1874,21,05,10,Sina,Sina
1875,21,00,11,Juliaca,San Roman
1876,21,01,11,Juliaca,Juliaca
1877,21,02,11,Cabana,Cabana
1878,21,03,11,Deustua,Cabanillas
1879,21,04,11,Caracoto,Caracoto
1880,21,00,12,Sandia,Sandia
1881,21,01,12,Sandia,Sandia
1882,21,02,12,Cuyocuyo,Cuyocuyo
1883,21,03,12,Limbani,Limbani
1884,21,04,12,Patambuco,Patambuco
1885,21,05,12,Phara,Phara
1886,21,06,12,Quiaca,Quiaca
1887,21,07,12,San Juan del Oro,San Juan del Oro
1888,21,08,12,Yanahuaya,Yanahuaya
1889,21,09,12,Massiapo,Alto Inambari
1890,21,00,13,Yunguyo,Yunguyo
1891,21,01,13,Yunguyo,Yunguyo
1892,21,02,13,Anapia,Anapia
1893,21,03,13,Copani,Copani
1894,21,04,13,San Juan de Cuturapi,Cuturapi
1895,21,05,13,San Miguel de Ollaraya,Ollaraya
1896,21,06,13,Tinicachi,Tinicachi
1897,21,07,13,Marcaja,Unicachi
1898,22,00,00,Moyobamba,San Martin
1899,22,00,01,Moyobamba,Moyobamba
1900,22,01,01,Moyobamba,Moyobamba
1901,22,02,01,Calzada,Calzada
1902,22,03,01,Habana,Habana
1903,22,04,01,Jepelacio,Jepelacio
1904,22,05,01,Soritor,Soritor
1905,22,06,01,Yantalo,Yantalo
1906,22,00,02,Bellavista,Bellavista
1907,22,01,02,Bellavista,Bellavista
1908,22,02,02,Cuzco,Alto Biavo
1909,22,03,02,Nueva Lima,Bajo Biavo
1910,22,04,02,Ledoy,Huallaga
1911,22,05,02,San Pablo,San Pablo
1912,22,06,02,San Rafael,San Rafael
1913,22,00,03,San Jose de Sisa,El Dorado
1914,22,01,03,San Jose de Sisa,San Jose de Sisa
1915,22,02,03,Agua Blanca,Agua Blanca
1916,22,03,03,San Martin,San Martin
1917,22,04,03,Santa Rosa,Santa Rosa
1918,22,05,03,Shatoja,Shatoja
1919,22,00,04,Saposoa,Huallaga
1920,22,01,04,Saposoa,Saposoa
1921,22,02,04,Pasarraya,Alto Saposoa
1922,22,03,04,El Eslabon,El Eslabon
1923,22,04,04,Piscoyacu,Piscoyacu
1924,22,05,04,Sacanche,Sacanche
1925,22,06,04,Tingo de Saposoa,Tingo de Saposoa
1926,22,00,05,Lamas,Lamas
1927,22,01,05,Lamas,Lamas
1928,22,02,05,Roque,Alonso de Alvarado
1929,22,03,05,Barranquita,Barranquita
1930,22,04,05,Shanusi,Caynarachi
1931,22,05,05,Cuqumbuqui,Cuqumbuqui
1932,22,06,05,Pinto Recodo,Pinto Recodo
1933,22,07,05,Rumisapa,Rumisapa
1934,22,08,05,San Roque de Cumbaza,San Roque de Cumbaza
1935,22,09,05,Shanao,Shanao
1936,22,10,05,Tabalosos,Tabalosos
1937,22,11,05,Zapatero,Zapatero
1938,22,00,06,Juanjui,Mariscal Caceres
1939,22,01,06,Juanjui,Juanjui
1940,22,02,06,Campanilla,Campanilla
1941,22,03,06,Huicungo,Huicungo
1942,22,04,06,Pachiza,Pachiza
1943,22,05,06,Pajarillo,Pajarillo
1944,22,00,07,Picota,Picota
1945,22,01,07,Picota,Picota
1946,22,02,07,Buenos Aires,Buenos Aires
1947,22,03,07,Caspisapa,Caspisapa
1948,22,04,07,Pilluana,Pilluana
1949,22,05,07,Pucacaca,Pucacaca
1950,22,06,07,Puerto Rico,San Cristobal
1951,22,07,07,San Cristobal de Sisa,San Hilarion
1952,22,08,07,Shamboyacu,Shamboyacu
1953,22,09,07,Tingo de Ponasa,Tingo de Ponasa
1954,22,10,07,Tres Unidos,Tres Unidos
1955,22,00,08,Rioja,Rioja
1956,22,01,08,Rioja,Rioja
1957,22,02,08,Bajo Naranjillo,Awajun
1958,22,03,08,Segunda Jerusalen-Azunguillo,Elias Soplin Vargas
1959,22,04,08,Nueva Cajamarca,Nueva Cajamarca
1960,22,05,08,Naranjos,Pardo Miguel
1961,22,06,08,Posic,Posic
1962,22,07,08,San Fernando,San Fernando
1963,22,08,08,Yorongos,Yorongos
1964,22,09,08,Yuracyacu,Yuracyacu
1965,22,00,09,Tarapoto,San Martin
1966,22,01,09,Tarapoto,Tarapoto
1967,22,02,09,Utcurarca,Alberto Leveau
1968,22,03,09,Cacatachi,Cacatachi
1969,22,04,09,Chazuta,Chazuta
1970,22,05,09,Navarro,Chipurana
1971,22,06,09,Pelejo,El Porvenir
1972,22,07,09,Huimbayoc,Huimbayoc
1973,22,08,09,Juan Guerra,Juan Guerra
1974,22,09,09,La Banda,La Banda de Shilcayo
1975,22,10,09,Morales,Morales
1976,22,11,09,Papaplaya,Papaplaya
1977,22,12,09,San Antonio,San Antonio
1978,22,13,09,Sauce,Sauce
1979,22,14,09,Shapaja,Shapaja
1980,22,00,10,Tocache,Tocache
1981,22,01,10,Tocache,Tocache
1982,22,02,10,Nuevo Progreso,Nuevo Progreso
1983,22,03,10,Polvora,Polvora
1984,22,04,10,Tambo de Paja,Shunte
1985,22,05,10,Uchiza,Uchiza
1986,23,00,00,Tacna,Tacna
1987,23,00,01,Tacna,Tacna
1988,23,01,01,Tacna,Tacna
1989,23,02,01,La Esperanza,Alto de la Alianza
1990,23,03,01,Calana,Calana
1991,23,04,01,Ciudad Nueva,Ciudad Nueva
1992,23,05,01,Sama Grande,Inclan
1993,23,06,01,Pachia,Pachia
1994,23,07,01,Palca,Palca
1995,23,08,01,Pocollay,Pocollay
1996,23,09,01,Las Yaras,Sama
1997,23,10,01,Cor Gregorio Albarracín,Cor Gregorio Albarracín
1998,23,00,02,Candarave,Candarave
1999,23,01,02,Candarave,Candarave
2000,23,02,02,Cairani,Cairani
2001,23,03,02,Camilaca,Camilaca
2002,23,04,02,Curibaya,Curibaya
2003,23,05,02,Huanuara,Huanuara
2004,23,06,02,Quilahuani,Quilahuani
2005,23,00,03,Locumba,Jorge Basadre
2006,23,01,03,Locumba,Locumba
2007,23,02,03,Ilabaya,Ilabaya
2008,23,03,03,Ite,Ite
2009,23,00,04,Tarata,Tarata
2010,23,01,04,Tarata,Tarata
2011,23,02,04,Chucatamani,Chucatamani
2012,23,03,04,Estique,Estique
2013,23,04,04,Estique-Pampa,Estique-Pampa
2014,23,05,04,Sitajara,Sitajara
2015,23,06,04,Susapaya,Susapaya
2016,23,07,04,Tarucachi,Tarucachi
2017,23,08,04,Ticaco,Ticaco
2018,24,00,00,Tumbes,Tumbes
2019,24,00,01,Tumbes,Tumbes
2020,24,01,01,Tumbes,Tumbes
2021,24,02,01,San Pedro de los Incas,Corrales
2022,24,03,01,Caleta Cruz,La Cruz
2023,24,04,01,Pampas de Hospital,Pampas de Hospital
2024,24,05,01,San Jacinto,San Jacinto
2025,24,06,01,San Juan de la Virgen,San Juan de la Virgen
2026,24,00,02,Zorritos,Contralmirante Villar
2027,24,01,02,Zorritos,Zorritos
2028,24,02,02,Caqaveral,Casitas
2029,24,00,03,Zarumilla,Zarumilla
2030,24,01,03,Zarumilla,Zarumilla
2031,24,02,03,Aguas Verdes,Aguas Verdes
2032,24,03,03,Matapalo,Matapalo
2033,24,04,03,Papayal,Papayal
2034,25,00,00,Pucallpa,Ucayali
2035,25,00,01,Pucallpa,Coronel Portillo
2036,25,01,01,Pucallpa,Calleria
2037,25,02,01,Campoverde,Campoverde
2038,25,03,01,Iparia,Iparia
2039,25,04,01,Masisea,Masisea
2040,25,05,01,Puerto Callao,Yarinacocha
2041,25,06,01,Nueva Requena,Nueva Requena
2042,25,00,02,Atalaya,Atalaya
2043,25,01,02,Atalaya,Raymondi
2044,25,02,02,Sepahua,Sepahua
2045,25,03,02,Bolognesi,Tahuania
2046,25,04,02,Breu,Yurua
2047,25,00,03,Aguaytia,Padre Abad
2048,25,01,03,Aguaytia,Padre Abad
2049,25,02,03,San Alejandro,Irazola
2050,25,03,03,Curimana,Curimana
2051,25,00,04,Esperanza,Purus
2052,25,01,04,Esperanza,Purus
2053,99,00,00,Extranjero,Extranjero
2054,99,00,99,Extranjero,Extranjero
2055,99,99,99,Extranjero,Extranjero
